#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Description,
1061,CVE-2017-4916,476,,,2017-05-22,2017-08-13,6.8,None,Remote,Low,???,None,None,Complete,VMware Workstation Pro/Player contains a NULL pointer dereference vulnerability that exists in the vstor2 driver. Successful exploitation of this issue may allow host users with normal user privileges to trigger a denial-of-service in a Windows host machine.,
942,CVE-2017-12457,476,,,2017-08-04,2017-08-07,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,The bfd_make_section_with_flags function in section.c in the Binary File Descriptor (BFD) library (aka libbfd),
962,CVE-2017-11101,476,,,2017-07-07,2017-07-13,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,When SWFTools 0.9.2 processes a crafted file in swfcombine,
963,CVE-2017-11100,476,,,2017-07-07,2017-07-13,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,When SWFTools 0.9.2 processes a crafted file in swfextract,
964,CVE-2017-11097,476,,,2017-07-07,2017-07-13,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,When SWFTools 0.9.2 processes a crafted file in swfc,
965,CVE-2017-11096,476,,,2017-07-07,2017-07-12,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,When SWFTools 0.9.2 processes a crafted file in swfcombine,
1348,CVE-2010-3437,476,1,DoS +Info,2010-10-04,2020-08-13,6.6,None,Local,Low,Not required,Complete,None,Complete,Integer signedness error in the pkt_find_dev_from_minor function in drivers/block/pktcdvd.c in the Linux kernel before 2.6.36-rc6 allows local users to obtain sensitive information from kernel memory or cause a denial of service (invalid pointer dereference and system crash) via a crafted index value in a PKT_CTRL_CMD_STATUS ioctl call.,
751,CVE-2018-5729,476,,DoS Bypass,2018-03-06,2020-01-21,6.5,None,Remote,Low,???,Partial,Partial,Partial,MIT krb5 1.6 or later allows an authenticated kadmin with permission to add principals to an LDAP Kerberos database to cause a denial of service (NULL pointer dereference) or bypass a DN container check by supplying tagged data that is internal to the database module.,
1184,CVE-2016-5423,476,,DoS Exec Code +Info,2016-12-09,2018-01-05,6.5,None,Remote,Low,???,Partial,Partial,Partial,PostgreSQL before 9.1.23,
779,CVE-2018-0833,476,,DoS,2018-02-15,2019-03-13,6.3,None,Remote,Medium,???,None,None,Complete,The Microsoft Server Message Block 2.0 and 3.0 (SMBv2/SMBv3) client in Windows 8.1 and RT 8.1 and Windows Server 2012 R2 allows a denial of service vulnerability due to how specially crafted requests are handled,
239,CVE-2020-3552,476,,DoS,2020-09-24,2020-10-08,6.1,None,Local Network,Low,Not required,None,None,Complete,A vulnerability in the Ethernet packet handling of Cisco Aironet Access Points (APs) Software could allow an unauthenticated,
790,CVE-2017-18665,476,,Mem. Corr.,2020-04-07,2020-04-08,5.8,None,Local Network,Low,Not required,Partial,Partial,Partial,An issue was discovered on Samsung mobile devices with M(6.0) software. There is a NULL pointer exception in WifiService via adb-cmd,
829,CVE-2017-17224,476,,,2019-11-12,2019-11-19,5.8,None,Local Network,Low,Not required,Partial,Partial,Partial,Some Huawei smart phones with versions earlier than Harry-AL00C 9.1.0.206(C00E205R3P1) have a null pointer dereference vulnerability. An attacker crafts specific packets and sends to the affected product to exploit this vulnerability. Successful exploitation may cause the affected phone abnormal.,
1335,CVE-2011-1478,476,,DoS,2011-10-23,2020-08-03,5.7,None,Local Network,Medium,Not required,None,None,Complete,The napi_reuse_skb function in net/core/dev.c in the Generic Receive Offload (GRO) implementation in the Linux kernel before 2.6.38 does not reset the values of certain structure members,
491,CVE-2019-5914,476,,,2019-02-13,2019-02-15,5.7,None,Local Network,Medium,Not required,None,None,Complete,V20 PRO L-01J software version L01J20c and L01J20d has a NULL pointer exception flaw that can be used by an attacker to cause the device to crash on the same network range via a specially crafted access point.,
71,CVE-2021-1075,476,,DoS Exec Code,2021-04-21,2021-06-30,5.6,None,Local,Low,Not required,None,Partial,Complete,NVIDIA Windows GPU Display Driver for Windows,
183,CVE-2020-11668,476,,,2020-04-09,2020-06-10,5.6,None,Local,Low,Not required,None,Partial,Complete,In the Linux kernel before 5.6.1,
1281,CVE-2015-0095,476,,DoS Bypass +Info,2015-03-11,2019-05-14,5.6,None,Local,Low,Not required,Partial,None,Complete,The kernel-mode drivers in Microsoft Windows Server 2003 SP2,
1326,CVE-2011-2519,476,,DoS,2013-12-27,2020-12-08,5.5,None,Local Network,Low,???,None,None,Complete,Xen in the Linux kernel,
862,CVE-2017-15526,476,,,2017-11-13,2017-11-29,5.2,None,Local Network,Low,???,Partial,Partial,Partial,Prior to SEE v11.1.3MP1,
246,CVE-2020-1939,476,,,2020-05-12,2020-05-19,5.1,None,Remote,High,Not required,Partial,Partial,Partial,"The Apache NuttX (Incubating) project provides an optional separate ""apps"" repository which contains various optional components and example programs. One of these",
56,CVE-2021-20296,476,,,2021-04-01,2021-07-03,5,None,Remote,Low,Not required,None,None,Partial,A flaw was found in OpenEXR in versions before 3.0.0-beta. A crafted input file supplied by an attacker,
44,CVE-2021-26690,476,,DoS,2021-06-10,2021-07-02,5,None,Remote,Low,Not required,None,None,Partial,Apache HTTP Server versions 2.4.0 to 2.4.46 A specially crafted Cookie header handled by mod_session can cause a NULL pointer dereference and crash,
161,CVE-2020-13950,476,,DoS,2021-06-10,2021-07-02,5,None,Remote,Low,Not required,None,None,Partial,Apache HTTP Server versions 2.4.41 to 2.4.46 mod_proxy_http can be made to crash (NULL pointer dereference) with specially crafted requests using both Content-Length and Transfer-Encoding headers,
441,CVE-2019-9923,476,,,2019-03-22,2021-06-29,5,None,Remote,Low,Not required,None,None,Partial,pax_decode_header in sparse.c in GNU Tar before 1.32 had a NULL pointer dereference when parsing certain archives that have malformed extended headers.,
707,CVE-2018-8740,476,,,2018-03-17,2021-06-29,5,None,Remote,Low,Not required,None,None,Partial,In SQLite through 3.22.0,
970,CVE-2017-10790,476,,DoS,2017-07-02,2021-06-29,5,None,Remote,Low,Not required,None,None,Partial,The _asn1_check_identifier function in GNU Libtasn1 through 4.12 causes a NULL pointer dereference and crash when reading crafted input that triggers assignment of a NULL value within an asn1_node structure. It may lead to a remote denial of service attack.,
1104,CVE-2016-10087,476,,,2017-01-30,2021-06-29,5,None,Remote,Low,Not required,None,None,Partial,The png_set_text_2 function in libpng 0.71 before 1.0.67,
1341,CVE-2010-4816,476,,DoS,2021-06-22,2021-06-25,5,None,Remote,Low,Not required,None,None,Partial,It was found in FreeBSD 8.0,
4,CVE-2021-31618,476,,,2021-06-15,2021-06-24,5,None,Remote,Low,Not required,None,None,Partial,Apache HTTP Server protocol handler for the HTTP/2 protocol checks received request headers against the size limitations as configured for the server and used for the HTTP/1 protocol as well. On violation of these restrictions and HTTP response is sent to the client with a status code indicating why the request was rejected. This rejection response was not fully initialised in the HTTP/2 protocol handler if the offending header was the very first one received or appeared in a a footer. This led to a NULL pointer dereference on initialised memory,
74,CVE-2021-0555,476,,DoS,2021-06-22,2021-06-24,5,None,Remote,Low,Not required,None,None,Partial,In RenderStruct of protostream_objectsource.cc,
808,CVE-2017-18189,476,,,2018-02-15,2021-06-24,5,None,Remote,Low,Not required,None,None,Partial,In the startread function in xa.c in Sound eXchange (SoX) through 14.4.2,
245,CVE-2020-1967,476,,DoS,2020-04-21,2021-06-22,5,None,Remote,Low,Not required,None,None,Partial,"Server or client applications that call the SSL_check_chain() function during or after a TLS 1.3 handshake may crash due to a NULL pointer dereference as a result of incorrect handling of the ""signature_algorithms_cert"" TLS extension. The crash occurs if an invalid or unrecognised signature algorithm is received from the peer. This could be exploited by a malicious peer in a Denial of Service attack. OpenSSL version 1.1.1d",
1,CVE-2021-34555,476,,DoS,2021-06-10,2021-06-16,5,None,Remote,Low,Not required,None,None,Partial,OpenDMARC 1.4.1 and 1.4.1.1 allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a multi-value From header field.,
208,CVE-2020-9327,476,,,2020-02-21,2021-06-14,5,None,Remote,Low,Not required,None,None,Partial,In SQLite 3.31.1,
710,CVE-2018-8011,476,,,2018-07-18,2021-06-06,5,None,Remote,Low,Not required,None,None,Partial,By specially crafting HTTP requests,
999,CVE-2017-7659,476,,,2017-07-26,2021-06-06,5,None,Remote,Low,Not required,None,None,Partial,A maliciously constructed HTTP/2 request could cause mod_http2 in Apache HTTP Server 2.4.24,
136,CVE-2020-18395,476,,DoS,2021-05-28,2021-06-01,5,None,Remote,Low,Not required,None,None,Partial,A NULL-pointer deference issue was discovered in GNU_gama::set() in ellipsoid.h in Gama 2.04 which can lead to a denial of service (DOS) via segment faults caused by crafted inputs.,
64,CVE-2021-3480,476,,,2021-05-20,2021-05-28,5,None,Remote,Low,Not required,None,None,Partial,A flaw was found in slapi-nis in versions before 0.56.7. A NULL pointer dereference during the parsing of the Binding DN could allow an unauthenticated attacker to crash the 389-ds-base directory server. The highest threat from this vulnerability is to system availability.,
31,CVE-2021-28683,476,,,2021-05-20,2021-05-27,5,None,Remote,Low,Not required,None,None,Partial,An issue was discovered in Envoy through 1.71.1. There is a remotely exploitable NULL pointer dereference and crash in TLS when an unknown TLS alert code is received.,
69,CVE-2021-3320,476,,,2021-05-25,2021-05-27,5,None,Remote,Low,Not required,None,None,Partial,Type Confusion in 802154 ACK Frames Handling. Zephyr versions >= v2.4.0 contain NULL Pointer Dereference (CWE-476). For more information,
132,CVE-2020-20450,476,,DoS,2021-05-25,2021-05-27,5,None,Remote,Low,Not required,None,None,Partial,FFmpeg 4.2 is affected by null pointer dereference passed as argument to libavformat/aviobuf.c,
301,CVE-2019-18804,476,,,2019-11-07,2021-05-27,5,None,Remote,Low,Not required,None,None,Partial,DjVuLibre 3.5.27 has a NULL pointer dereference in the function DJVU::filter_fv at IW44EncodeCodec.cpp.,
54,CVE-2021-21702,476,,,2021-02-15,2021-05-26,5,None,Remote,Low,Not required,None,None,Partial,In PHP versions 7.3.x below 7.3.27,
83,CVE-2020-35680,476,,DoS,2020-12-24,2021-05-26,5,None,Remote,Low,Not required,None,None,Partial,smtpd/lka_filter.c in OpenSMTPD before 6.8.0p1,
49,CVE-2021-25693,476,,DoS,2021-05-13,2021-05-21,5,None,Remote,Low,Not required,None,None,Partial,An attacker may cause a Denial of Service (DoS) in multiple versions of Teradici PCoIP Agent via a null pointer dereference.,
3,CVE-2021-32611,476,,,2021-05-12,2021-05-19,5,None,Remote,Low,Not required,None,None,Partial,A NULL pointer dereference vulnerability exists in eXcall_api.c in Antisip eXosip2 through 5.2.0 when handling certain 3xx redirect responses.,
48,CVE-2021-25845,476,,DoS,2021-05-10,2021-05-18,5,None,Remote,Low,Not required,None,None,Partial,Improper validation of the ChassisID TLV in userdisk/vport_lldpd in Moxa Camera VPort 06EC-2V Series,
29,CVE-2021-29241,476,,DoS,2021-05-03,2021-05-13,5,None,Remote,Low,Not required,None,None,Partial,CODESYS Gateway 3 before 3.5.17.0 has a NULL pointer dereference that may result in a denial of service (DoS).,
75,CVE-2021-0251,476,,DoS Bypass,2021-04-22,2021-04-27,5,None,Remote,Low,Not required,None,None,Partial,A NULL Pointer Dereference vulnerability in the Captive Portal Content Delivery (CPCD) services daemon (cpcd) of Juniper Networks Junos OS on MX Series with MS-PIC,
1118,CVE-2016-9562,476,,DoS,2016-11-23,2021-04-20,5,None,Remote,Low,Not required,None,None,Partial,SAP NetWeaver AS JAVA 7.4 allows remote attackers to cause a Denial of Service (null pointer exception and icman outage) via an HTTPS request to the sap.com~P4TunnelingApp!web/myServlet URI,
1374,CVE-2006-2661,476,,DoS,2006-05-30,2021-04-05,5,None,Remote,Low,Not required,None,None,Partial,ftutil.c in Freetype before 2.2 allows remote attackers to cause a denial of service (crash) via a crafted font file that triggers a null dereference.,
96,CVE-2020-28346,476,,,2021-03-26,2021-03-27,5,None,Remote,Low,Not required,None,None,Partial,ACRN through 2.2 has a devicemodel/hw/pci/virtio/virtio.c NULL Pointer Dereference.,
32,CVE-2021-28543,476,,DoS,2021-03-16,2021-03-26,5,None,Remote,Low,Not required,None,None,Partial,Varnish varnish-modules before 0.17.1 allows remote attackers to cause a denial of service (daemon restart) in some configurations. This does not affect organizations that only install the Varnish Cache product; however,
173,CVE-2020-13574,476,,DoS,2021-02-10,2021-03-25,5,None,Remote,Low,Not required,None,None,Partial,A denial-of-service vulnerability exists in the WS-Security plugin functionality of Genivia gSOAP 2.8.107. A specially crafted SOAP request can lead to denial of service. An attacker can send an HTTP request to trigger this vulnerability.,
170,CVE-2020-13578,476,,DoS,2021-02-10,2021-03-23,5,None,Remote,Low,Not required,None,None,Partial,A denial-of-service vulnerability exists in the WS-Security plugin functionality of Genivia gSOAP 2.8.107. A specially crafted SOAP request can lead to denial of service. An attacker can send an HTTP request to trigger this vulnerability.,
171,CVE-2020-13577,476,,DoS,2021-02-10,2021-03-23,5,None,Remote,Low,Not required,None,None,Partial,A denial-of-service vulnerability exists in the WS-Security plugin functionality of Genivia gSOAP 2.8.107. A specially crafted SOAP request can lead to denial of service. An attacker can send an HTTP request to trigger this vulnerability.,
172,CVE-2020-13575,476,,DoS,2021-02-10,2021-03-23,5,None,Remote,Low,Not required,None,None,Partial,A denial-of-service vulnerability exists in the WS-Addressing plugin functionality of Genivia gSOAP 2.8.107. A specially crafted SOAP request can lead to denial of service. An attacker can send an HTTP request to trigger this vulnerability.,
202,CVE-2020-9759,476,,,2020-03-23,2021-03-22,5,None,Remote,Low,Not required,None,None,Partial,A Vulnerability of LG Electronic web OS TV Emulator could allow an attacker to escalate privileges and overwrite certain files. This vulnerability is due to wrong environment setting. An attacker could exploit this vulnerability through crafted configuration files and executable files.,
33,CVE-2021-28361,476,,,2021-03-13,2021-03-18,5,None,Remote,Low,Not required,None,None,Partial,An issue was discovered in Storage Performance Development Kit (SPDK) before 20.01.01. If a PDU is sent to the iSCSI target with a zero length (but data is expected),
