#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Description,,,,
414,CVE-2018-17897,190,,Exec Code Overflow,2018-10-17,2018-11-30,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,LAquis SCADA Versions 4.1.0.3870 and prior has several integer overflow to buffer overflow vulnerabilities,,,,
415,CVE-2018-17882,190,,Overflow,2019-03-15,2019-03-18,5,None,Remote,Low,Not required,None,Partial,None,An Integer overflow vulnerability exists in the batchTransfer function of a smart contract implementation for CryptoBotsBattle (CBTB),,,,
416,CVE-2018-17570,190,,Overflow Mem. Corr.,2018-09-26,2018-11-26,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,utils/ut_ws_svr.c in ViaBTC Exchange Server before 2018-08-21 has an integer overflow leading to memory corruption.,,,,
417,CVE-2018-17569,190,,Overflow Mem. Corr.,2018-09-26,2018-11-26,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,network/nw_buf.c in ViaBTC Exchange Server before 2018-08-21 has an integer overflow leading to memory corruption.,,,,
418,CVE-2018-17568,190,,Overflow Mem. Corr.,2018-09-26,2018-11-20,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,utils/ut_rpc.c in ViaBTC Exchange Server before 2018-08-21 has an integer overflow leading to memory corruption.,,,,
419,CVE-2018-17158,190,,Overflow,2018-12-04,2018-12-31,7.8,None,Remote,Low,Not required,None,None,Complete,In FreeBSD before 11.2-STABLE(r340854) and 11.2-RELEASE-p5,,,,
420,CVE-2018-17157,190,,Exec Code Overflow Mem. Corr.,2018-12-04,2019-01-24,10,None,Remote,Low,Not required,Complete,Complete,Complete,In FreeBSD before 11.2-STABLE(r340854) and 11.2-RELEASE-p5,,,,
421,CVE-2018-17100,190,,DoS Overflow,2018-09-16,2019-03-21,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An issue was discovered in LibTIFF 4.0.9. There is a int32 overflow in multiply_ms in tools/ppm2tiff.c,,,,
422,CVE-2018-17088,190,,Overflow,2018-09-16,2019-12-31,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,The ProcessGpsInfo function of the gpsinfo.c file of jhead 3.00 may allow a remote attacker to cause a denial-of-service attack or unspecified other impact via a malicious JPEG file,,,,
423,CVE-2018-17050,190,,Overflow,2018-09-21,2018-11-09,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for PolyAi (AI),,,,
424,CVE-2018-16881,190,,DoS,2019-01-25,2020-12-04,5,None,Remote,Low,Not required,None,None,Partial,A denial of service vulnerability was found in rsyslog in the imptcp module. An attacker could send a specially crafted message to the imptcp socket,,,,
425,CVE-2018-16009,190,,Overflow,2019-01-18,2019-08-21,4.3,None,Remote,Medium,Not required,Partial,None,None,Adobe Acrobat and Reader versions 2019.008.20081 and earlier,,,,
426,CVE-2018-16007,190,,Overflow,2019-01-18,2019-08-21,4.3,None,Remote,Medium,Not required,Partial,None,None,Adobe Acrobat and Reader versions 2019.008.20081 and earlier,,,,
427,CVE-2018-15995,190,,Overflow,2019-01-18,2019-08-21,4.3,None,Remote,Medium,Not required,Partial,None,None,Adobe Acrobat and Reader versions 2019.008.20081 and earlier,,,,
428,CVE-2018-15986,190,,Overflow,2019-01-18,2019-08-21,4.3,None,Remote,Medium,Not required,Partial,None,None,Adobe Acrobat and Reader versions 2019.008.20081 and earlier,,,,
429,CVE-2018-15560,190,,Overflow,2018-08-20,2019-11-05,5,None,Remote,Low,Not required,None,None,Partial,PyCryptodome before 3.6.6 has an integer overflow in the data_len variable in AESNI.c,,,,
430,CVE-2018-14634,190,,Overflow,2018-09-25,2019-03-21,7.2,None,Local,Low,Not required,Complete,Complete,Complete,An integer overflow flaw was found in the Linux kernel's create_elf_tables() function. An unprivileged local user with access to SUID (or otherwise privileged) binary could use this flaw to escalate their privileges on the system. Kernel versions 2.6.x,,,,
431,CVE-2018-14618,190,,Overflow,2018-09-05,2019-04-22,10,None,Remote,Low,Not required,Complete,Complete,Complete,curl before version 7.61.1 is vulnerable to a buffer overrun in the NTLM authentication code. The internal function Curl_ntlm_core_mk_nt_hash multiplies the length of the password by two (SUM) to figure out how large temporary storage area to allocate from the heap. The length value is then subsequently used to iterate over the password and generate output into the allocated storage buffer. On systems with a 32 bit size_t,,,,
432,CVE-2018-14576,190,,Overflow,2018-08-03,2020-06-03,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for SunContract,,,,
433,CVE-2018-14343,190,,,2018-07-19,2020-03-20,5,None,Remote,Low,Not required,None,None,Partial,In Wireshark 2.6.0 to 2.6.1,,,,
434,CVE-2018-14341,190,,Overflow,2018-07-19,2020-03-20,7.8,None,Remote,Low,Not required,None,None,Complete,In Wireshark 2.6.0 to 2.6.1,,,,
435,CVE-2018-14337,190,,Overflow,2018-07-17,2018-09-17,5,None,Remote,Low,Not required,Partial,None,None,The CHECK macro in mrbgems/mruby-sprintf/src/sprintf.c in mruby 1.4.1 contains a signed integer overflow,,,,
436,CVE-2018-14326,190,,Overflow Mem. Corr.,2018-07-16,2019-11-17,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,In MP4v2 2.0.0,,,,
437,CVE-2018-14295,190,,Exec Code Overflow,2018-07-31,2018-09-27,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit PhantomPDF Phantom PDF 9.1.5096. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the handling of PDF documents. When parsing shading patterns,,,,
438,CVE-2018-14088,190,,Overflow,2018-07-16,2018-09-12,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,An issue was discovered in a smart contract implementation for STeX White List (STE(WL)),,,,
439,CVE-2018-14087,190,,Overflow,2018-07-16,2020-02-18,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,An issue was discovered in a smart contract implementation for EUC (EUC),,,,
440,CVE-2018-14086,190,,Overflow,2018-07-16,2020-02-18,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,An issue was discovered in a smart contract implementation for SingaporeCoinOrigin (SCO),,,,
441,CVE-2018-14084,190,,Overflow,2018-07-16,2020-02-18,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,An issue was discovered in a smart contract implementation for MKCB,,,,
442,CVE-2018-14063,190,,Overflow,2018-07-15,2018-09-12,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,The increaseApproval function of a smart contract implementation for Tracto (TRCT),,,,
443,CVE-2018-14006,190,,Overflow,2018-07-12,2019-11-25,5,None,Remote,Low,Not required,None,Partial,None,An integer overflow vulnerability exists in the function multipleTransfer of Neo Genesis Token (NGT),,,,
444,CVE-2018-14005,190,,Overflow,2018-07-12,2019-11-26,5,None,Remote,Low,Not required,None,Partial,None,An integer overflow vulnerability exists in the function transferAny of Malaysia coins (Xmc),,,,
445,CVE-2018-14004,190,,Overflow,2018-07-12,2018-08-13,5,None,Remote,Low,Not required,None,Partial,None,An integer overflow vulnerability exists in the function transfer_tokens_after_ICO of GlobeCoin (GLB),,,,
446,CVE-2018-14003,190,,Overflow,2018-07-12,2019-10-11,5,None,Remote,Low,Not required,None,Partial,None,An integer overflow vulnerability exists in the function batchTransfer of WeMediaChain (WMC),,,,
447,CVE-2018-14002,190,,Overflow,2018-07-12,2018-08-13,5,None,Remote,Low,Not required,None,Partial,None,An integer overflow vulnerability exists in the function distribute of MP3 Coin (MP3),,,,
448,CVE-2018-14001,190,,Overflow,2018-07-12,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,An integer overflow vulnerability exists in the function batchTransfer of SHARKTECH (SKT),,,,
449,CVE-2018-13887,190,,Overflow,2019-05-24,2019-05-29,10,None,Remote,Low,Not required,Complete,Complete,Complete,Untrusted header fields in GNSS XTRA3 function can lead to integer overflow in Snapdragon Auto,,,,
450,CVE-2018-13886,190,,Overflow,2019-05-24,2019-05-29,10,None,Remote,Low,Not required,Complete,Complete,Complete,Unchecked OTA field in GNSS XTRA3 lead to integer overflow and then buffer overflow in Snapdragon Auto,,,,
451,CVE-2018-13836,190,,Overflow,2018-07-12,2018-08-13,5,None,Remote,Low,Not required,None,Partial,None,An integer overflow vulnerability exists in the function multiTransfer of Rocket Coin (XRC),,,,
452,CVE-2018-13783,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for JiucaiToken,,,,
453,CVE-2018-13782,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for ENTER (ENTR) (Contract Name: EnterCoin),,,,
454,CVE-2018-13781,190,,Overflow,2018-07-09,2019-11-25,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for MyYLC,,,,
455,CVE-2018-13780,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for ESH,,,,
456,CVE-2018-13779,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for YLCToken,,,,
457,CVE-2018-13778,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for CGCToken,,,,
458,CVE-2018-13777,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for RRToken,,,,
459,CVE-2018-13776,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for AppleToken,,,,
460,CVE-2018-13775,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for RCKT_Coin,,,,
461,CVE-2018-13774,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Bitstarti,,,,
462,CVE-2018-13773,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Enterprise Token Ecosystem (ETE) (Contract Name: NetkillerToken),,,,
463,CVE-2018-13772,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for TheFlashToken,,,,
464,CVE-2018-13771,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for ExacoreContract,,,,
465,CVE-2018-13770,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for UltimateCoin,,,,
466,CVE-2018-13769,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for JeansToken,,,,
467,CVE-2018-13768,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for ZToken,,,,
468,CVE-2018-13767,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Cornerstone,,,,
469,CVE-2018-13766,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Easticoin,,,,
470,CVE-2018-13765,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for LandCoin,,,,
471,CVE-2018-13764,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for BiquToken,,,,
472,CVE-2018-13763,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Ublasti,,,,
473,CVE-2018-13762,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Yumerium,,,,
474,CVE-2018-13761,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for NetkillerAdvancedTokenAirDrop,,,,
475,CVE-2018-13760,190,,Overflow,2018-07-09,2019-11-26,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for MoneyChainNet (MCN),,,,
476,CVE-2018-13759,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for BIGCAdvancedToken,,,,
477,CVE-2018-13758,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for LoliCoin,,,,
478,CVE-2018-13757,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Coinquer,,,,
479,CVE-2018-13756,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for CherryCoinFoundation,,,,
480,CVE-2018-13755,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for OTAKUToken,,,,
481,CVE-2018-13754,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for CryptosisToken,,,,
482,CVE-2018-13753,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for DeWeiSecurityServiceToken,,,,
483,CVE-2018-13752,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Thread,,,,
484,CVE-2018-13751,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for JustWallet,,,,
485,CVE-2018-13750,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for RichiumToken,,,,
486,CVE-2018-13749,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for FinalToken,,,,
487,CVE-2018-13748,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for CarToken,,,,
488,CVE-2018-13747,190,,Overflow,2018-07-09,2018-07-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for VanMinhCoin,,,,
